Client_ID,Product_ID,Amount,Timestamp
7407,170,10,2023-12-12 15:15:00.351039
6419,10,9,2023-11-24 15:15:00.351041
9914,110,4,2023-12-07 15:15:00.351043
3984,6,6,2024-02-17 15:15:00.351045
5987,124,9,2023-08-02 15:15:00.351047
6814,143,4,2023-11-09 15:15:00.351049
1457,129,8,2023-12-31 15:15:00.351051
7914,127,5,2023-08-29 15:15:00.351053
6040,113,7,2023-05-24 15:15:00.351055
4308,109,6,2023-08-24 15:15:00.351058
3229,164,8,2024-04-16 15:15:00.351060
8212,94,3,2023-10-03 15:15:00.351062
9229,112,10,2024-01-07 15:15:00.351064
6117,56,1,2023-05-07 15:15:00.351066
2172,122,8,2024-04-14 15:15:00.351068
9336,175,7,2024-03-03 15:15:00.351070
9061,91,9,2023-10-06 15:15:00.351072
8718,91,9,2023-09-10 15:15:00.351074
3623,136,10,2023-10-16 15:15:00.351076
1033,87,8,2023-08-01 15:15:00.351078
9753,101,8,2023-11-17 15:15:00.351080
2417,56,8,2023-06-09 15:15:00.351083
9459,130,2,2023-04-21 15:15:00.351085
8507,115,1,2023-11-15 15:15:00.351087
6164,83,6,2024-02-18 15:15:00.351089
1689,34,6,2024-03-23 15:15:00.351091
7030,127,8,2024-03-27 15:15:00.351093
3809,45,3,2023-10-17 15:15:00.351095
9920,45,5,2023-10-10 15:15:00.351097
1664,76,8,2024-01-18 15:15:00.351099
9169,94,8,2023-06-10 15:15:00.351101
800,120,7,2023-07-10 15:15:00.351103
3246,40,9,2023-09-10 15:15:00.351105
4817,153,4,2023-06-01 15:15:00.351107
2144,144,8,2023-06-10 15:15:00.351110
2920,88,4,2024-02-13 15:15:00.351112
7422,74,4,2023-11-18 15:15:00.351114
5537,53,8,2023-09-09 15:15:00.351116
2195,50,2,2023-10-21 15:15:00.351118
2499,35,9,2024-01-29 15:15:00.351120
8054,181,3,2023-11-04 15:15:00.351122
2653,92,6,2024-01-30 15:15:00.351124
5840,103,2,2023-06-21 15:15:00.351126
6602,120,2,2024-02-18 15:15:00.351128
2395,95,10,2023-08-23 15:15:00.351130
2959,63,4,2023-06-16 15:15:00.351132
6362,31,8,2024-02-17 15:15:00.351134
6798,30,5,2024-02-27 15:15:00.351136
3832,124,7,2024-03-11 15:15:00.351138
7734,188,7,2024-03-22 15:15:00.351141
7389,179,2,2023-12-19 15:15:00.351143
6749,118,5,2023-11-28 15:15:00.351145
8380,1,7,2023-11-18 15:15:00.351147
2995,124,7,2023-11-24 15:15:00.351149
4139,116,10,2023-10-27 15:15:00.351151
2700,193,4,2023-08-02 15:15:00.351153
692,22,2,2024-02-06 15:15:00.351155
9090,77,6,2023-10-11 15:15:00.351157
258,45,7,2024-01-17 15:15:00.351159
4029,72,9,2023-08-30 15:15:00.351161
6643,50,1,2023-05-20 15:15:00.351163
5883,171,1,2023-05-09 15:15:00.351165
998,64,9,2024-01-16 15:15:00.351167
9682,4,3,2023-10-03 15:15:00.351169
3855,58,8,2023-10-19 15:15:00.351171
2588,24,4,2024-03-02 15:15:00.351173
8186,199,5,2023-05-12 15:15:00.351175
4551,137,10,2023-08-15 15:15:00.351177
9230,26,10,2024-01-03 15:15:00.351179
4780,6,3,2023-10-31 15:15:00.351181
1748,106,10,2023-08-26 15:15:00.351183
8718,135,6,2023-08-14 15:15:00.351185
2709,54,10,2023-12-09 15:15:00.351187
6188,76,8,2024-02-17 15:15:00.351189
9754,180,3,2024-02-04 15:15:00.351191
9183,177,1,2024-02-13 15:15:00.351193
7135,102,1,2024-02-13 15:15:00.351195
239,147,2,2023-06-21 15:15:00.351197
1768,106,2,2023-10-17 15:15:00.351199
3336,74,2,2024-03-06 15:15:00.351201
247,171,3,2023-05-25 15:15:00.351203
3467,182,6,2023-11-27 15:15:00.351205
9726,53,10,2023-04-30 15:15:00.351207
1944,95,8,2023-09-24 15:15:00.351209
1971,166,7,2023-11-07 15:15:00.351211
3776,121,4,2023-04-25 15:15:00.351213
9872,106,8,2023-05-05 15:15:00.351216
4172,117,2,2024-03-12 15:15:00.351218
1484,132,9,2024-03-13 15:15:00.351220
7292,94,9,2023-12-06 15:15:00.351222
344,49,5,2023-04-26 15:15:00.351224
5939,196,2,2023-10-12 15:15:00.351226
7550,144,5,2023-08-25 15:15:00.351228
1385,161,4,2024-03-27 15:15:00.351230
9842,111,9,2023-11-16 15:15:00.351232
7498,176,5,2024-03-22 15:15:00.351234
8692,196,8,2024-02-17 15:15:00.351236
1190,15,4,2023-07-25 15:15:00.351238
5361,86,8,2023-06-04 15:15:00.351241
4056,56,3,2024-04-16 15:15:00.351243
8605,83,5,2023-11-07 15:15:00.351245
2397,62,10,2023-08-19 15:15:00.351247
4989,177,7,2023-12-16 15:15:00.351249
8721,184,2,2023-09-17 15:15:00.351251
9648,19,6,2023-12-04 15:15:00.351253
800,40,1,2024-01-09 15:15:00.351255
1732,138,10,2023-09-21 15:15:00.351257
4963,148,6,2023-05-27 15:15:00.351259
9595,196,7,2023-07-13 15:15:00.351261
3154,181,5,2023-06-23 15:15:00.351263
6307,169,4,2023-05-31 15:15:00.351265
2830,56,1,2023-06-06 15:15:00.351267
1613,82,4,2024-01-18 15:15:00.351269
8026,86,2,2023-09-19 15:15:00.351272
6195,14,9,2024-01-17 15:15:00.351273
702,39,7,2023-12-16 15:15:00.351275
3427,55,1,2023-11-12 15:15:00.351277
2758,138,7,2023-05-24 15:15:00.351280
8171,178,10,2023-06-14 15:15:00.351282
3473,156,8,2023-09-03 15:15:00.351284
9177,155,4,2023-10-30 15:15:00.351286
3194,174,9,2024-03-14 15:15:00.351288
4579,51,8,2023-07-30 15:15:00.351290
2263,87,9,2023-09-05 15:15:00.351291
8947,37,6,2024-01-27 15:15:00.351294
3218,6,5,2023-09-28 15:15:00.351296
5160,172,8,2024-04-05 15:15:00.351298
5544,24,9,2023-06-26 15:15:00.351300
5249,108,3,2023-12-04 15:15:00.351302
4514,129,6,2023-09-22 15:15:00.351304
6846,128,8,2023-09-29 15:15:00.351306
8285,32,4,2023-07-07 15:15:00.351308
8048,41,8,2023-11-03 15:15:00.351310
1154,42,3,2023-06-17 15:15:00.351312
1702,126,4,2024-02-29 15:15:00.351314
557,183,3,2023-11-04 15:15:00.351317
7053,53,2,2024-01-18 15:15:00.351319
3194,137,7,2023-11-13 15:15:00.351321
8482,139,9,2023-07-26 15:15:00.351323
8338,115,3,2023-09-28 15:15:00.351325
5990,40,6,2023-06-21 15:15:00.351326
9241,32,4,2023-07-25 15:15:00.351329
2441,52,3,2023-09-06 15:15:00.351331
9632,136,5,2024-03-10 15:15:00.351333
7901,167,9,2023-11-04 15:15:00.351335
4143,165,10,2024-01-26 15:15:00.351336
2189,98,1,2023-04-18 15:15:00.351339
9905,107,9,2023-09-17 15:15:00.351341
4673,171,6,2023-07-25 15:15:00.351343
7399,48,10,2023-06-18 15:15:00.351345
1633,86,9,2023-10-24 15:15:00.351347
3727,25,1,2024-02-05 15:15:00.351349
4144,47,5,2023-10-07 15:15:00.351351
1286,120,3,2023-12-19 15:15:00.351353
4697,35,8,2023-07-25 15:15:00.351355
2564,156,9,2024-02-17 15:15:00.351357
8551,76,2,2024-01-29 15:15:00.351359
3305,184,7,2023-12-26 15:15:00.351361
332,160,4,2023-07-27 15:15:00.351363
4082,114,5,2024-02-18 15:15:00.351365
2387,42,4,2024-04-01 15:15:00.351367
3835,114,9,2024-02-23 15:15:00.351369
3716,181,8,2024-02-09 15:15:00.351371
3060,162,3,2023-09-03 15:15:00.351373
5648,7,4,2023-10-15 15:15:00.351376
3268,149,10,2023-04-29 15:15:00.351378
628,88,8,2023-08-06 15:15:00.351380
3598,53,9,2023-07-01 15:15:00.351381
1934,137,7,2023-07-27 15:15:00.351384
9766,98,9,2024-01-19 15:15:00.351385
6123,143,7,2023-06-03 15:15:00.351388
7821,84,9,2024-03-25 15:15:00.351390
4715,137,5,2023-06-16 15:15:00.351392
7088,15,9,2024-02-03 15:15:00.351394
6711,197,6,2023-10-20 15:15:00.351396
4127,134,9,2023-06-13 15:15:00.351398
5120,70,6,2023-09-30 15:15:00.351400
7111,36,5,2024-04-01 15:15:00.351402
6645,40,6,2023-10-05 15:15:00.351404
712,168,1,2023-11-08 15:15:00.351406
3611,39,5,2023-10-08 15:15:00.351408
4490,126,5,2023-04-26 15:15:00.351410
8574,45,8,2023-11-25 15:15:00.351412
9420,114,6,2023-09-09 15:15:00.351414
2419,82,9,2023-05-23 15:15:00.351416
5655,69,9,2023-07-21 15:15:00.351418
4815,144,4,2024-02-20 15:15:00.351420
7179,94,8,2023-04-18 15:15:00.351422
917,12,9,2023-10-27 15:15:00.351424
2332,142,7,2024-01-26 15:15:00.351426
1693,6,8,2023-05-05 15:15:00.351428
9934,129,7,2023-05-05 15:15:00.351430
9792,121,9,2023-10-15 15:15:00.351432
3552,149,9,2023-11-22 15:15:00.351434
8304,48,5,2024-03-20 15:15:00.351437
4569,75,5,2023-07-21 15:15:00.351439
1974,146,9,2023-05-27 15:15:00.351441
3651,33,2,2023-12-29 15:15:00.351443
6422,82,1,2024-02-02 15:15:00.351445
824,21,9,2023-07-10 15:15:00.351447
755,26,7,2023-10-23 15:15:00.351450
2857,73,7,2023-12-26 15:15:00.351452
2038,21,8,2023-06-23 15:15:00.351454
5836,194,4,2024-04-01 15:15:00.351456
9219,75,10,2023-07-07 15:15:00.351458
4990,137,10,2023-05-31 15:15:00.351460
1474,6,8,2024-01-21 15:15:00.351462
4068,9,2,2023-07-21 15:15:00.351464
5781,130,10,2024-03-18 15:15:00.351466
3114,168,1,2023-10-03 15:15:00.351468
1,103,8,2023-04-29 15:15:00.351470
5587,3,10,2024-03-18 15:15:00.351473
1562,106,10,2023-11-12 15:15:00.351475
8056,80,5,2023-10-06 15:15:00.351477
2496,49,1,2024-02-22 15:15:00.351479
8307,166,10,2023-05-27 15:15:00.351481
9989,106,8,2023-12-03 15:15:00.351483
6248,41,1,2023-12-12 15:15:00.351485
5019,78,4,2023-06-04 15:15:00.351487
3403,77,6,2023-09-12 15:15:00.351489
387,32,9,2023-05-13 15:15:00.351491
7652,188,8,2023-10-06 15:15:00.351493
9449,90,8,2024-03-02 15:15:00.351495
7950,168,3,2023-11-27 15:15:00.351497
7925,102,7,2023-08-20 15:15:00.351499
4010,36,4,2023-12-20 15:15:00.351501
1586,166,7,2024-01-31 15:15:00.351504
1344,94,4,2023-12-19 15:15:00.351506
5312,165,10,2023-05-27 15:15:00.351508
8865,67,5,2023-08-21 15:15:00.351510
9486,114,5,2023-05-24 15:15:00.351512
1423,182,9,2023-10-09 15:15:00.351514
1148,199,6,2023-10-03 15:15:00.351516
7386,36,4,2023-07-07 15:15:00.351518
8678,123,3,2024-02-22 15:15:00.351520
7261,154,4,2023-08-16 15:15:00.351522
7781,4,5,2024-03-13 15:15:00.351524
7733,161,8,2023-07-21 15:15:00.351526
8461,133,4,2023-10-13 15:15:00.351528
6816,162,6,2024-02-24 15:15:00.351530
9826,18,3,2023-10-06 15:15:00.351532
4418,200,8,2023-06-14 15:15:00.351534
4226,127,8,2024-01-27 15:15:00.351536
6316,150,6,2023-08-24 15:15:00.351538
2750,129,2,2023-11-01 15:15:00.351540
6424,46,8,2023-08-18 15:15:00.351543
1739,31,4,2024-02-02 15:15:00.351545
6352,154,9,2024-01-09 15:15:00.351548
3001,71,4,2023-11-21 15:15:00.351550
4963,53,9,2024-04-13 15:15:00.351552
6486,141,6,2023-12-28 15:15:00.351554
6724,87,9,2024-01-15 15:15:00.351556
2070,98,5,2023-05-25 15:15:00.351559
6893,143,10,2023-07-30 15:15:00.351561
5899,161,2,2023-09-26 15:15:00.351563
3428,174,10,2023-08-15 15:15:00.351565
6233,113,9,2024-03-14 15:15:00.351567
5944,173,8,2023-09-09 15:15:00.351569
8596,96,10,2024-01-04 15:15:00.351571
3442,57,4,2023-04-26 15:15:00.351573
2906,193,5,2023-08-29 15:15:00.351576
4260,128,10,2024-03-01 15:15:00.351578
8350,171,7,2024-02-18 15:15:00.351580
2214,100,9,2024-03-16 15:15:00.351582
9218,58,5,2024-01-20 15:15:00.351584
3026,142,5,2023-04-28 15:15:00.351586
8210,7,6,2024-01-28 15:15:00.351588
3072,179,2,2023-11-02 15:15:00.351591
4964,157,9,2024-01-26 15:15:00.351594
3273,133,10,2024-02-24 15:15:00.351596
7872,134,1,2023-04-28 15:15:00.351598
886,193,6,2023-05-13 15:15:00.351600
37,55,4,2024-02-04 15:15:00.351602
6278,93,10,2023-06-20 15:15:00.351605
1944,25,3,2023-07-14 15:15:00.351607
7667,112,8,2023-11-21 15:15:00.351609
3784,112,1,2024-01-05 15:15:00.351611
450,139,5,2023-05-23 15:15:00.351613
1604,125,3,2024-02-17 15:15:00.351616
7344,154,1,2023-06-09 15:15:00.351619
1233,136,5,2023-05-26 15:15:00.351621
5447,189,10,2024-03-28 15:15:00.351624
9298,37,8,2023-08-16 15:15:00.351627
7548,139,3,2023-05-03 15:15:00.351629
1508,120,8,2023-05-28 15:15:00.351631
6646,54,5,2024-03-30 15:15:00.351634
5160,99,1,2023-09-30 15:15:00.351637
1611,4,5,2023-05-23 15:15:00.351640
3938,97,3,2024-04-15 15:15:00.351643
3950,138,9,2023-06-27 15:15:00.351646
8119,62,5,2024-02-05 15:15:00.351649
6807,25,7,2024-03-04 15:15:00.351652
131,12,9,2023-06-26 15:15:00.351654
7611,66,9,2023-11-23 15:15:00.351657
1375,154,4,2023-09-25 15:15:00.351660
3330,83,10,2023-12-26 15:15:00.351663
7735,60,9,2024-03-27 15:15:00.351666
7035,114,1,2023-06-30 15:15:00.351669
3036,13,10,2023-08-17 15:15:00.351671
1806,49,10,2023-04-18 15:15:00.351673
1759,192,7,2024-03-20 15:15:00.351676
5320,149,5,2024-03-29 15:15:00.351678
5208,102,7,2024-01-11 15:15:00.351680
3645,60,6,2024-02-11 15:15:00.351682
1625,91,1,2023-05-08 15:15:00.351684
8083,159,10,2024-02-19 15:15:00.351686
2869,63,6,2024-02-28 15:15:00.351688
8150,148,3,2023-11-28 15:15:00.351690
3365,66,8,2023-09-11 15:15:00.351693
3077,43,6,2023-04-30 15:15:00.351695
3746,154,9,2023-07-17 15:15:00.351697
4815,128,5,2024-01-27 15:15:00.351699
7341,160,2,2024-02-23 15:15:00.351701
272,157,3,2024-04-03 15:15:00.351703
4771,19,9,2023-09-19 15:15:00.351705
9583,58,10,2024-04-14 15:15:00.351707
3141,73,3,2023-11-21 15:15:00.351710
3628,131,10,2023-11-11 15:15:00.351713
7361,85,9,2023-12-14 15:15:00.351716
5487,11,7,2023-05-04 15:15:00.351719
7436,94,3,2023-07-28 15:15:00.351722
5635,113,10,2023-07-24 15:15:00.351724
2857,86,3,2023-06-06 15:15:00.351728
1764,141,9,2024-01-31 15:15:00.351730
10000,43,8,2023-11-15 15:15:00.351733
9873,187,5,2023-08-03 15:15:00.351736
8539,192,10,2024-03-03 15:15:00.351739
5853,42,9,2024-01-06 15:15:00.351742
1006,66,2,2024-03-16 15:15:00.351745
5919,91,3,2023-12-14 15:15:00.351747
2948,4,10,2023-05-05 15:15:00.351750
4659,2,7,2024-03-25 15:15:00.351753
6789,156,4,2024-04-16 15:15:00.351756
4303,144,1,2023-09-11 15:15:00.351758
4701,55,6,2024-01-20 15:15:00.351761
8137,107,4,2023-07-25 15:15:00.351764
5399,174,8,2023-08-28 15:15:00.351767
7079,90,9,2024-03-13 15:15:00.351770
2866,103,1,2024-02-16 15:15:00.351773
8302,136,5,2024-03-28 15:15:00.351775
216,129,8,2024-02-27 15:15:00.351778
2118,172,2,2023-10-28 15:15:00.351781
7369,123,9,2024-01-16 15:15:00.351784
9856,48,4,2023-05-12 15:15:00.351786
1357,44,3,2023-04-20 15:15:00.351788
3113,104,4,2023-12-13 15:15:00.351790
2784,6,10,2024-02-26 15:15:00.351793
3974,124,3,2023-06-18 15:15:00.351796
7226,179,2,2024-03-24 15:15:00.351799
5016,96,10,2023-12-31 15:15:00.351802
6801,85,3,2024-04-13 15:15:00.351805
3274,7,3,2023-11-18 15:15:00.351808
4052,170,2,2023-10-29 15:15:00.351811
4440,34,8,2023-10-24 15:15:00.351814
4872,26,8,2024-04-01 15:15:00.351817
5518,89,7,2024-04-16 15:15:00.351819
744,59,6,2023-08-31 15:15:00.351822
8233,12,8,2023-08-14 15:15:00.351825
4746,87,8,2023-08-03 15:15:00.351828
7024,197,7,2023-11-11 15:15:00.351830
1218,73,2,2023-08-12 15:15:00.351833
6396,33,3,2024-01-24 15:15:00.351835
5102,154,6,2023-06-29 15:15:00.351838
6561,108,9,2023-11-07 15:15:00.351841
6862,125,10,2023-11-10 15:15:00.351843
6141,92,8,2024-02-12 15:15:00.351846
5956,16,5,2023-12-28 15:15:00.351848
2008,76,5,2023-08-12 15:15:00.351850
3087,141,8,2023-07-06 15:15:00.351852
7318,169,10,2023-12-23 15:15:00.351855
2094,186,9,2024-01-23 15:15:00.351858
7942,82,4,2024-01-19 15:15:00.351861
7572,192,5,2023-05-15 15:15:00.351863
3566,47,9,2023-07-12 15:15:00.351866
3829,34,5,2024-02-11 15:15:00.351869
6977,194,3,2023-10-25 15:15:00.351872
5797,191,9,2024-02-13 15:15:00.351875
5431,47,3,2024-01-21 15:15:00.351877
8143,199,5,2023-05-03 15:15:00.351879
5430,198,1,2024-03-14 15:15:00.351881
6415,73,4,2023-11-19 15:15:00.351884
2966,76,5,2023-06-25 15:15:00.351887
9465,105,8,2023-11-16 15:15:00.351889
9327,69,10,2024-04-05 15:15:00.351892
5842,40,4,2023-07-15 15:15:00.351895
6803,170,7,2023-06-27 15:15:00.351897
6742,190,10,2024-04-12 15:15:00.351900
4399,19,1,2023-06-02 15:15:00.351902
2636,112,10,2024-02-21 15:15:00.351904
1114,12,3,2023-04-25 15:15:00.351907
299,37,6,2023-09-09 15:15:00.351909
3469,86,9,2024-01-15 15:15:00.351911
3796,58,8,2023-10-25 15:15:00.351914
1284,98,2,2023-12-25 15:15:00.351916
1801,170,5,2023-08-27 15:15:00.351918
859,127,5,2023-08-10 15:15:00.351921
9476,98,5,2023-11-07 15:15:00.351924
3384,172,3,2024-04-16 15:15:00.351927
9546,94,1,2024-03-02 15:15:00.351929
2777,51,3,2023-06-29 15:15:00.351932
6489,88,3,2023-04-22 15:15:00.351935
4881,70,5,2023-08-05 15:15:00.351938
8969,80,4,2023-07-06 15:15:00.351940
1451,178,10,2023-07-24 15:15:00.351943
6001,128,8,2024-01-12 15:15:00.351946
6989,31,8,2023-05-06 15:15:00.351949
4517,151,6,2023-07-02 15:15:00.351952
2564,83,1,2024-04-12 15:15:00.351955
2246,59,8,2023-05-23 15:15:00.351957
665,190,6,2024-03-02 15:15:00.351960
5278,195,10,2023-10-05 15:15:00.351963
7097,61,2,2023-12-30 15:15:00.351966
1539,64,10,2023-12-27 15:15:00.351969
2875,78,8,2023-08-06 15:15:00.351971
9162,138,2,2023-11-15 15:15:00.351974
8573,162,1,2023-06-27 15:15:00.351977
7573,34,10,2023-12-29 15:15:00.351980
82,16,2,2023-07-30 15:15:00.351982
8005,175,4,2023-07-18 15:15:00.351984
7594,36,7,2024-03-23 15:15:00.351987
6194,35,4,2024-04-08 15:15:00.351990
4200,17,10,2024-01-15 15:15:00.351992
6565,67,8,2024-01-27 15:15:00.351994
6411,180,1,2023-08-27 15:15:00.351996
8385,76,4,2023-12-15 15:15:00.351999
6722,116,10,2024-01-07 15:15:00.352001
4570,134,1,2024-02-26 15:15:00.352004
5394,116,6,2023-07-21 15:15:00.352007
2954,157,2,2023-05-01 15:15:00.352010
7999,127,3,2023-05-26 15:15:00.352013
3415,71,10,2023-12-09 15:15:00.352016
3298,73,7,2023-10-17 15:15:00.352018
3634,41,1,2023-06-26 15:15:00.352021
4444,104,10,2023-05-04 15:15:00.352024
134,7,3,2023-05-07 15:15:00.352027
732,20,6,2023-10-26 15:15:00.352029
6097,4,7,2024-03-13 15:15:00.352032
7293,111,4,2023-10-22 15:15:00.352034
3008,52,2,2023-09-14 15:15:00.352037
3534,164,7,2023-11-13 15:15:00.352039
3787,160,7,2023-09-07 15:15:00.352041
517,93,2,2023-04-20 15:15:00.352043
3749,57,7,2023-06-05 15:15:00.352046
9558,13,7,2023-10-05 15:15:00.352049
7019,183,7,2024-02-21 15:15:00.352052
2833,171,9,2024-02-22 15:15:00.352055
1847,181,4,2023-07-03 15:15:00.352057
955,133,1,2024-01-25 15:15:00.352060
4609,69,3,2023-11-06 15:15:00.352062
5288,52,8,2023-08-13 15:15:00.352065
4848,51,5,2023-11-17 15:15:00.352067
3597,107,9,2023-09-21 15:15:00.352070
1146,159,7,2023-08-07 15:15:00.352072
7538,43,1,2023-12-26 15:15:00.352075
727,188,5,2023-12-12 15:15:00.352078
8437,160,7,2023-10-07 15:15:00.352080
2616,106,1,2023-08-01 15:15:00.352082
4509,33,8,2023-05-30 15:15:00.352085
8031,76,2,2023-12-27 15:15:00.352087
2804,195,8,2023-12-19 15:15:00.352090
3288,20,8,2023-05-17 15:15:00.352092
4841,57,2,2024-01-29 15:15:00.352094
8608,119,1,2024-02-09 15:15:00.352097
9667,145,6,2023-11-20 15:15:00.352099
8924,121,8,2023-06-24 15:15:00.352101
641,5,3,2024-01-05 15:15:00.352103
3998,141,6,2023-04-28 15:15:00.352105
232,47,7,2023-08-31 15:15:00.352107
6042,42,7,2023-06-30 15:15:00.352109
3743,112,7,2023-11-22 15:15:00.352111
2617,39,2,2023-08-27 15:15:00.352113
2497,51,6,2023-10-13 15:15:00.352116
3169,8,9,2024-01-20 15:15:00.352118
1881,37,10,2024-02-13 15:15:00.352120
7311,179,9,2024-02-15 15:15:00.352123
9585,72,4,2024-02-26 15:15:00.352125
9977,22,10,2023-05-07 15:15:00.352127
8323,28,6,2024-02-28 15:15:00.352130
884,44,3,2023-07-02 15:15:00.352133
3352,40,3,2024-01-25 15:15:00.352136
2433,106,5,2024-04-10 15:15:00.352138
9636,32,7,2023-11-07 15:15:00.352141
9433,40,7,2023-07-10 15:15:00.352144
890,7,3,2023-06-10 15:15:00.352147
1996,162,4,2023-07-27 15:15:00.352150
3190,179,7,2024-02-21 15:15:00.352152
3391,24,4,2024-01-15 15:15:00.352154
5349,139,10,2023-08-17 15:15:00.352156
6708,94,9,2023-11-28 15:15:00.352159
4651,42,6,2024-03-14 15:15:00.352161
5265,166,5,2023-12-11 15:15:00.352163
3235,196,9,2023-07-17 15:15:00.352165
5092,156,3,2023-05-10 15:15:00.352168
3537,158,1,2024-01-15 15:15:00.352170
2131,106,2,2024-03-24 15:15:00.352172
6406,24,6,2024-01-15 15:15:00.352174
9158,176,1,2024-02-11 15:15:00.352177
5297,10,10,2023-06-19 15:15:00.352180
4044,90,4,2024-01-20 15:15:00.352183
8074,1,3,2023-08-19 15:15:00.352185
5281,108,1,2023-07-11 15:15:00.352188
3217,184,10,2023-10-27 15:15:00.352190
5451,199,4,2024-04-08 15:15:00.352193
7259,196,10,2023-09-25 15:15:00.352195
2236,190,1,2023-10-03 15:15:00.352197
3948,23,9,2024-02-10 15:15:00.352200
9343,23,2,2023-12-26 15:15:00.352202
5363,30,5,2023-09-03 15:15:00.352204
9058,90,4,2023-12-21 15:15:00.352206
4702,76,9,2023-11-01 15:15:00.352209
6277,62,8,2023-07-20 15:15:00.352211
8333,73,6,2023-05-05 15:15:00.352213
7654,29,7,2023-07-04 15:15:00.352216
2581,4,1,2023-08-06 15:15:00.352218
1462,19,10,2023-10-25 15:15:00.352220
3132,139,4,2023-09-07 15:15:00.352222
8312,63,4,2024-03-31 15:15:00.352225
4804,19,9,2023-11-30 15:15:00.352227
7813,184,5,2024-02-05 15:15:00.352230
4350,159,5,2023-06-26 15:15:00.352232
8998,18,9,2024-03-06 15:15:00.352235
7003,53,3,2024-02-19 15:15:00.352238
7523,37,1,2024-04-12 15:15:00.352241
3956,64,6,2023-07-08 15:15:00.352243
2849,181,8,2023-07-13 15:15:00.352246
8056,122,8,2024-04-14 15:15:00.352249
6067,89,3,2023-07-03 15:15:00.352252
568,198,4,2023-11-24 15:15:00.352255
8773,100,1,2023-09-30 15:15:00.352258
1776,48,4,2023-07-02 15:15:00.352260
7201,176,4,2023-05-10 15:15:00.352263
4876,77,7,2023-09-17 15:15:00.352266
3510,200,10,2023-08-13 15:15:00.352269
7128,122,8,2023-08-11 15:15:00.352271
6179,37,7,2023-06-30 15:15:00.352273
8634,188,4,2024-02-07 15:15:00.352275
7012,30,7,2023-08-31 15:15:00.352277
3692,49,8,2024-02-24 15:15:00.352279
4145,71,9,2023-12-28 15:15:00.352281
5441,77,1,2023-09-22 15:15:00.352283
9000,128,9,2023-11-17 15:15:00.352285
5080,96,5,2023-10-19 15:15:00.352287
9578,143,8,2023-10-12 15:15:00.352289
1366,182,6,2023-10-11 15:15:00.352291
6460,108,3,2023-10-19 15:15:00.352293
2097,71,9,2023-07-26 15:15:00.352295
765,88,4,2023-07-27 15:15:00.352297
4772,89,7,2023-12-04 15:15:00.352299
4780,15,2,2024-01-01 15:15:00.352315
4402,43,5,2023-10-31 15:15:00.352317
7194,167,7,2023-06-29 15:15:00.352319
4551,126,10,2023-12-08 15:15:00.352321
303,70,8,2023-12-27 15:15:00.352324
9601,160,8,2023-07-05 15:15:00.352326
5522,149,9,2023-12-19 15:15:00.352328
8740,173,9,2023-08-28 15:15:00.352330
7143,11,8,2023-05-26 15:15:00.352332
2061,7,8,2023-12-16 15:15:00.352334
1975,173,1,2023-06-02 15:15:00.352336
8165,120,1,2023-11-15 15:15:00.352338
4296,190,8,2023-05-16 15:15:00.352341
8736,190,7,2023-10-28 15:15:00.352343
3382,97,7,2023-06-14 15:15:00.352345
19,119,9,2023-12-26 15:15:00.352347
4649,79,2,2023-12-01 15:15:00.352349
6663,104,6,2023-11-09 15:15:00.352351
9820,31,1,2023-11-02 15:15:00.352353
2388,92,7,2023-10-27 15:15:00.352355
7004,7,5,2023-11-19 15:15:00.352357
7292,108,10,2024-02-29 15:15:00.352359
5318,86,4,2023-05-31 15:15:00.352361
8701,39,9,2023-10-06 15:15:00.352363
7123,102,2,2024-04-14 15:15:00.352365
6109,121,10,2023-07-19 15:15:00.352367
659,93,9,2023-04-23 15:15:00.352369
1601,143,1,2023-08-25 15:15:00.352371
4753,122,4,2023-10-25 15:15:00.352373
9534,4,1,2023-06-22 15:15:00.352375
5017,28,8,2023-06-27 15:15:00.352377
3448,29,7,2023-07-29 15:15:00.352379
9396,150,6,2024-01-13 15:15:00.352381
8316,114,6,2023-10-18 15:15:00.352383
853,135,10,2024-01-28 15:15:00.352386
84,184,1,2023-04-29 15:15:00.352388
8671,81,3,2023-07-12 15:15:00.352390
316,159,3,2023-05-30 15:15:00.352392
9626,159,4,2023-09-27 15:15:00.352394
5938,134,3,2023-10-13 15:15:00.352395
7286,86,4,2023-12-14 15:15:00.352398
7267,62,10,2023-09-04 15:15:00.352400
2440,107,1,2023-12-10 15:15:00.352402
2148,35,7,2023-06-15 15:15:00.352404
2632,107,10,2023-05-31 15:15:00.352406
9864,131,7,2023-06-10 15:15:00.352408
3468,178,4,2024-02-10 15:15:00.352410
1863,68,5,2024-04-14 15:15:00.352412
4699,59,3,2023-10-19 15:15:00.352414
4580,122,10,2024-01-04 15:15:00.352416
6144,171,1,2024-03-25 15:15:00.352418
5874,187,8,2023-06-09 15:15:00.352421
3813,35,7,2023-06-09 15:15:00.352423
5549,126,4,2023-08-02 15:15:00.352425
6664,24,10,2023-12-15 15:15:00.352427
4695,31,5,2024-04-10 15:15:00.352429
6721,91,6,2024-02-02 15:15:00.352431
3978,90,1,2023-08-31 15:15:00.352433
8512,86,9,2024-03-13 15:15:00.352435
3253,159,1,2024-04-07 15:15:00.352437
3751,110,3,2023-10-14 15:15:00.352439
